datetime,message,timestamp_desc,Timestamp,RuleTitle,Level,Computer,Channel,EventID,RecordID,Details,ExtraFieldInfo,RuleID
2026-03-05 14:58:24.860 +11:00,[med] External Remote RDP Logon from Public IP on vm-final-lab-wo | Channel: Sec | EventID: 4624 | Details: Type: 10 - REMOTE INTERACTIVE ¦ TgtUser: vm-final-lab-wombo ¦ SrcComp: vm-final-lab-wo ¦ SrcIP: 64.88.193.156 ¦ LID: 0x47da8d | Extra: AuthenticationPackageName: Negotiate ¦ ElevatedToken: YES ¦ ImpersonationLevel: IMPERSONATION ¦ IpPort: 0 ¦ KeyLength: 0 ¦ LmPackageName: - ¦ LogonGuid: 00000000-0000-0000-0000-000000000000 ¦ LogonProcessName: User32 ¦ ProcessId: 1068 ¦ ProcessName: C:\Windows\System32\svchost.exe ¦ RemoteCredentialGuard: %%1843 ¦ RestrictedAdminMode: NO ¦ SubjectDomainName: WORKGROUP ¦ SubjectLogonId: 0x3e7 ¦ SubjectUserName: vm-final-lab-wo$ ¦ SubjectUserSid: S-1-5-18 ¦ TargetLinkedLogonId: 0x0 ¦ TargetOutboundDomainName: - ¦ TargetOutboundUserName: - ¦ TargetUserSid: S-1-5-21-169698666-362884899-2229521277-500 ¦ TransmittedServices: - ¦ VirtualAccount: NO,Sec Event 4624 - External Remote RDP Logon from Public IP,2026-03-05 14:58:24.860 +11:00,External Remote RDP Logon from Public IP,med,vm-final-lab-wo,Sec,4624,201775,Type: 10 - REMOTE INTERACTIVE ¦ TgtUser: vm-final-lab-wombo ¦ SrcComp: vm-final-lab-wo ¦ SrcIP: 64.88.193.156 ¦ LID: 0x47da8d,AuthenticationPackageName: Negotiate ¦ ElevatedToken: YES ¦ ImpersonationLevel: IMPERSONATION ¦ IpPort: 0 ¦ KeyLength: 0 ¦ LmPackageName: - ¦ LogonGuid: 00000000-0000-0000-0000-000000000000 ¦ LogonProcessName: User32 ¦ ProcessId: 1068 ¦ ProcessName: C:\Windows\System32\svchost.exe ¦ RemoteCredentialGuard: %%1843 ¦ RestrictedAdminMode: NO ¦ SubjectDomainName: WORKGROUP ¦ SubjectLogonId: 0x3e7 ¦ SubjectUserName: vm-final-lab-wo$ ¦ SubjectUserSid: S-1-5-18 ¦ TargetLinkedLogonId: 0x0 ¦ TargetOutboundDomainName: - ¦ TargetOutboundUserName: - ¦ TargetUserSid: S-1-5-21-169698666-362884899-2229521277-500 ¦ TransmittedServices: - ¦ VirtualAccount: NO,56a1bb6f-e039-3f65-3ea0-de425cefa8a7
2026-03-04 10:55:43.304 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5784 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:43.304 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179572,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5784 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:43.388 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4248 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 5784 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xddfa8f ¦ TargetUserName: sshd_5784 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:43.388 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179580,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4248 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 5784 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xddfa8f ¦ TargetUserName: sshd_5784 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:45.052 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 220 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:45.052 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179588,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 220 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:45.222 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1588 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 220 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde0f5d ¦ TargetUserName: sshd_220 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:45.222 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179602,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1588 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 220 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde0f5d ¦ TargetUserName: sshd_220 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:46.753 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6288 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:46.753 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179610,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6288 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:46.882 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6976 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 6288 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde49aa ¦ TargetUserName: sshd_6288 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:46.882 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179618,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6976 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 6288 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde49aa ¦ TargetUserName: sshd_6288 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:48.470 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1444 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:48.470 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179625,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1444 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:48.598 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5368 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 1444 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde9877 ¦ TargetUserName: sshd_1444 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:48.598 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179634,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5368 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 1444 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xde9877 ¦ TargetUserName: sshd_1444 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:50.099 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 2896 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:50.099 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179651,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 2896 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:50.173 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4532 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 2896 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdeb9bf ¦ TargetUserName: sshd_2896 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:50.173 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179659,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4532 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 2896 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdeb9bf ¦ TargetUserName: sshd_2896 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:51.648 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1624 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:51.648 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179666,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1624 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:51.712 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6564 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 1624 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdecbca ¦ TargetUserName: sshd_1624 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:51.712 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179674,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 6564 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 1624 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdecbca ¦ TargetUserName: sshd_1624 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:53.847 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5552 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:53.847 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179681,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 5552 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:54.020 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1756 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 5552 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xded886 ¦ TargetUserName: sshd_5552 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:54.020 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179690,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1756 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 5552 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xded886 ¦ TargetUserName: sshd_5552 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:56.354 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 3828 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:56.354 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179693,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 3828 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:56.436 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1828 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 3828 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdee6e1 ¦ TargetUserName: sshd_3828 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:56.436 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179701,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 1828 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: HIGH_INTEGRITY ¦ ProcessId: 3828 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: VIRTUAL USERS ¦ TargetLogonId: 0xdee6e1 ¦ TargetUserName: sshd_3828 ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
2026-03-04 10:55:57.934 +11:00,[med] Program Executed Using Proxy/Local Command Via SSH.EXE on vm-final-lab-wo | Channel: Sec | EventID: 4688 | Details: Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4924 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7 | Extra: MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,Sec Event 4688 - Program Executed Using Proxy/Local Command Via SSH.EXE,2026-03-04 10:55:57.934 +11:00,Program Executed Using Proxy/Local Command Via SSH.EXE,med,vm-final-lab-wo,Sec,4688,179704,Cmdline: ¦ Proc: C:\Windows\System32\OpenSSH\sshd.exe ¦ PID: 4924 ¦ User: vm-final-lab-wo$ ¦ LID: 0x3e7,MandatoryLabel: SYSTEM_INTEGRITY ¦ ProcessId: 2660 ¦ SubjectDomainName: WORKGROUP ¦ SubjectUserSid: S-1-5-18 ¦ TargetDomainName: - ¦ TargetLogonId: 0x0 ¦ TargetUserName: - ¦ TargetUserSid: S-1-0-0 ¦ TokenElevationType: FULL_TOKEN,c9a20835-ce7c-8118-9269-64b5a5e8cbb5
